time,actual x,actual y,actual z,actual R,actual P,actual Y
16.995,0.57486,-0.610124,1.38117,-0.00356466,0.0423546,-1.63418
17.084,0.575952,-0.609494,1.38001,-0.00445995,0.048197,-1.63534
17.1,0.575952,-0.609494,1.38001,-0.00445995,0.048197,-1.63534
17.12,0.576615,-0.610286,1.38368,-0.00200265,0.0323116,-1.63419
17.208,0.57816,-0.611507,1.38382,-0.00150601,0.0292115,-1.63549
17.296,0.579977,-0.610722,1.38133,-0.00339749,0.0415303,-1.63473
17.34,0.579731,-0.610212,1.38361,-0.00194571,0.0329821,-1.63549
17.4,0.580854,-0.609768,1.37976,-0.00466409,0.0501766,-1.63601
17.42,0.581607,-0.611147,1.38347,-0.00233106,0.0342302,-1.63517
17.508,0.583122,-0.611595,1.38339,-0.0018965,0.0315496,-1.63502
17.6,0.584363,-0.610509,1.38182,-0.00333665,0.040585,-1.63512
17.66,0.584835,-0.610454,1.38355,-0.00209694,0.0334744,-1.63464
17.68,0.585279,-0.61,1.38141,-0.00399322,0.0450959,-1.63594
17.72,0.586263,-0.610882,1.38096,-0.00449054,0.046911,-1.63674
17.812,0.587977,-0.611694,1.38334,-0.00221098,0.0331406,-1.63588
17.899,0.58874,-0.61064,1.38202,-0.003141,0.0392498,-1.63581
17.988,0.591058,-0.610626,1.38229,-0.0037234,0.0413676,-1.63491
18,0.591058,-0.610626,1.38229,-0.0037234,0.0413676,-1.63491
18.02,0.591547,-0.610914,1.3835,-0.0024386,0.0341127,-1.6341
18.108,0.59336,-0.612642,1.38313,-0.00223405,0.032534,-1.63483
18.2,0.594432,-0.611354,1.38108,-0.00389937,0.0428548,-1.635
18.292,0.595419,-0.610943,1.38001,-0.00500294,0.0492694,-1.63588
18.3,0.595419,-0.610943,1.38001,-0.00500294,0.0492694,-1.63588
18.32,0.596171,-0.611797,1.38356,-0.00224609,0.0327889,-1.63379
18.412,0.597774,-0.61314,1.38268,-0.00254965,0.034121,-1.63456
18.504,0.598231,-0.611903,1.38132,-0.00367667,0.0412672,-1.63541
18.56,0.598714,-0.61184,1.38381,-0.00224669,0.032813,-1.63526
18.58,0.599356,-0.611263,1.38019,-0.00493107,0.0486023,-1.63602
18.675,0.600777,-0.612683,1.38399,-0.00187984,0.0304588,-1.6361
18.763,0.602105,-0.611977,1.38203,-0.00314169,0.0380209,-1.63502
18.82,0.602638,-0.611696,1.38276,-0.00308749,0.036801,-1.63505
18.84,0.603447,-0.611309,1.38027,-0.0046189,0.0459411,-1.63568
18.931,0.605384,-0.613347,1.38332,-0.0022874,0.0324699,-1.6356
19.025,0.606438,-0.612484,1.38155,-0.00346293,0.0392189,-1.63519
19.08,0.607472,-0.611923,1.38199,-0.00318636,0.0384885,-1.63479
19.1,0.607472,-0.611923,1.38199,-0.00318636,0.0384885,-1.63479
19.185,0.609283,-0.613512,1.38281,-0.00329433,0.0369846,-1.63632
19.273,0.610412,-0.612806,1.3824,-0.00300124,0.0361662,-1.63535
19.365,0.613004,-0.612622,1.3825,-0.00359448,0.0383428,-1.63476
19.42,0.61298,-0.612581,1.3838,-0.00234385,0.0323951,-1.63464
19.44,0.61298,-0.612581,1.3838,-0.00234385,0.0323951,-1.63464
19.481,0.613784,-0.611741,1.38023,-0.00539182,0.0489336,-1.63649
19.573,0.616094,-0.613382,1.38356,-0.00261399,0.0330489,-1.63563
19.621,0.616229,-0.613067,1.3829,-0.00303288,0.0358947,-1.63608
19.68,0.617362,-0.612821,1.3811,-0.00482124,0.0447166,-1.63625
19.7,0.617362,-0.612821,1.3811,-0.00482124,0.0447166,-1.63625
19.788,0.61954,-0.614127,1.38337,-0.00249188,0.0323964,-1.63554
19.88,0.620989,-0.613351,1.38154,-0.00416261,0.040798,-1.63515
19.94,0.621167,-0.613054,1.38354,-0.00261767,0.0336177,-1.63503
19.96,0.621167,-0.613054,1.38354,-0.00261767,0.0336177,-1.63503
20.044,0.623629,-0.614612,1.38331,-0.00224963,0.0315759,-1.63605
20.1,0.624266,-0.614086,1.38215,-0.00310375,0.0364397,-1.63561
20.12,0.624266,-0.614086,1.38215,-0.00310375,0.0364397,-1.63561
20.208,0.62552,-0.61461,1.38259,-0.00353096,0.0372956,-1.63647
20.295,0.626643,-0.61353,1.38127,-0.00402084,0.0408453,-1.63448
20.387,0.628444,-0.613279,1.38209,-0.0041785,0.0398001,-1.63384
20.4,0.628444,-0.613279,1.38209,-0.0041785,0.0398001,-1.63384
20.42,0.628444,-0.613279,1.38209,-0.0041785,0.0398001,-1.63384
20.46,0.627592,-0.61341,1.38346,-0.00374487,0.0385785,-1.63777
20.46,0.627592,-0.61341,1.38346,-0.00374487,0.0385785,-1.63777
20.462,0.627592,-0.61341,1.38346,-0.00374487,0.0385785,-1.63777
20.549,0.630063,-0.61468,1.38237,-0.00333405,0.0356118,-1.63531
20.641,0.631443,-0.613489,1.38174,-0.00419179,0.0402969,-1.63548
20.7,0.632633,-0.613097,1.38153,-0.00418199,0.0412398,-1.63523
20.72,0.632633,-0.613097,1.38153,-0.00418199,0.0412398,-1.63523
