time,actual x,actual y,actual z,actual R,actual P,actual Y
0.0767593,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0778489,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0789447,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0800345,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0811181,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0821991,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.083293,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0843885,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0854099,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0864835,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0875654,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0886343,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0896997,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.090775,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0918469,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0929255,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0940018,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0950696,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.096137,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0972188,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0982988,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.0993755,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.100451,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.102792,0.428706,-0.248771,1.38751,0.000629822,0.00467542,-1.59428
0.103884,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.104966,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.106055,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.107128,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.108216,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.109294,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.110363,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.11143,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.112501,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.113579,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.114652,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.115718,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.116801,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.117872,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.118905,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.11998,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.121065,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.122133,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.123185,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.124273,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.125352,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.126438,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.127523,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.128595,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.129672,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.130736,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.131799,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.132873,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.133953,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
0.135036,0.426525,-0.231012,1.39135,-0.00298204,-0.0122873,-1.60013
